   0.00000000       0.00000000    
  0.482962906      0.117159538    
  0.965925813      0.209819078    
   1.44888878      0.277978599    
   1.93185163      0.321638137    
   2.41481447      0.340797633    
   2.89777756      0.335457176    
   3.38074017      0.305616677    
   3.86370325      0.251276255    
   4.34666634      0.172435760    
   4.82962894       6.90952539E-02
   5.31259203      -5.87452650E-02
   0.00000000       0.00000000    
  0.433012694      0.237749994    
  0.866025388      0.451000005    
   1.29903805      0.639750004    
   1.73205078      0.804000020    
   2.16506338      0.943750024    
   2.59807611       1.05900002    
   3.03108859       1.14974999    
   3.46410155       1.21599996    
   3.89711428       1.25774992    
   4.33012676       1.27499998    
   4.76313972       1.26774991    
   5.19615221       1.23599994    
   5.62916517       1.17974997    
   6.06217718       1.09899998    
   6.49519014      0.993749857    
   6.92820311      0.863999844    
   7.36121559      0.709749937    
   7.79422855      0.530999660    
   8.22724056      0.327749729    
   8.66025352       9.99999046E-02
   9.09326649     -0.152250290    
   0.00000000       0.00000000    
  0.353553385      0.341303378    
  0.707106769      0.658106744    
   1.06066024      0.950410247    
   1.41421354       1.21821356    
   1.76776695       1.46151698    
   2.12132049       1.68032050    
   2.47487378       1.87462378    
   2.82842708       2.04442692    
   3.18198061       2.18973064    
   3.53553391       2.31053400    
   3.88908744       2.40683746    
   4.24264097       2.47864103    
   4.59619427       2.52594399    
   4.94974756       2.54874754    
   5.30330086       2.54705071    
   5.65685415       2.52085400    
   6.01040792       2.47015786    
   6.36396122       2.39496088    
   6.71751451       2.29526424    
   7.07106781       2.17106771    
   7.42462158       2.02237082    
   7.77817488       1.84917450    
   8.13172817       1.65147781    
   8.48528194       1.42928171    
   8.83883476       1.18258476    
   9.19238853      0.911387444    
   9.54594135      0.615691185    
   9.89949512      0.295495033    
   10.2530489      -4.92019653E-02
   0.00000000       0.00000000    
  0.249999985      0.420762718    
  0.499999970      0.817025423    
  0.749999940       1.18878818    
  0.999999940       1.53605092    
   1.24999988       1.85881364    
   1.49999988       2.15707636    
   1.74999976       2.43083906    
   1.99999988       2.68010187    
   2.24999976       2.90486479    
   2.49999976       3.10512733    
   2.74999976       3.28088999    
   2.99999976       3.43215275    
   3.24999976       3.55891538    
   3.49999952       3.66117811    
   3.74999952       3.73894048    
   3.99999976       3.79220343    
   4.24999952       3.82096648    
   4.49999952       3.82522917    
   4.74999952       3.80499125    
   4.99999952       3.76025438    
   5.25000000       3.69101667    
   5.49999952       3.59728003    
   5.74999952       3.47904205    
   5.99999952       3.33630514    
   6.24999952       3.16906834    
   6.49999952       2.97733021    
   6.74999952       2.76109314    
   6.99999905       2.52035618    
   7.24999952       2.25511837    
   7.49999905       1.96538067    
   7.74999952       1.65114403    
   7.99999952       1.31240654    
   8.24999905      0.949170113    
   8.49999905      0.561432838    
   8.74999905      0.149195671    
   8.99999905     -0.287542343    
   0.00000000       0.00000000    
  0.129409477      0.470712930    
  0.258818954      0.916925848    
  0.388228446       1.33863890    
  0.517637908       1.73585176    
  0.647047400       2.10856462    
  0.776456892       2.45677781    
  0.905866325       2.78049064    
   1.03527582       3.07970333    
   1.16468537       3.35441685    
   1.29409480       3.60462952    
   1.42350435       3.83034229    
   1.55291378       4.03155565    
   1.68232334       4.20826817    
   1.81173265       4.36048126    
   1.94114220       4.48819351    
   2.07055163       4.59140682    
   2.19996119       4.67012024    
   2.32937074       4.72433329    
   2.45878005       4.75404596    
   2.58818960       4.75925875    
   2.71759915       4.73997164    
   2.84700871       4.69618464    
   2.97641802       4.62789726    
   3.10582757       4.53511095    
   3.23523712       4.41782379    
   3.36464667       4.27603626    
   3.49405599       4.10974979    
   3.62346530       3.91896248    
   3.75287509       3.70367527    
   3.88228440       3.46388721    
   4.01169395       3.19960117    
   4.14110327       2.91081333    
   4.27051258       2.59752655    
   4.39992237       2.25973988    
   4.52933168       1.89745426    
   4.65874147       1.51066589    
   4.78815079       1.09937859    
   4.91756010      0.663591385    
   5.04696989      0.203304291    
   5.17637920     -0.281482697    
   0.00000000       0.00000000    
  -2.18556959E-08  0.487749994    
  -4.37113918E-08  0.950999975    
  -6.55670860E-08   1.38975000    
  -8.74227837E-08   1.80400002    
  -1.09278474E-07   2.19374990    
  -1.31134172E-07   2.55900002    
  -1.52989855E-07   2.89974999    
  -1.74845567E-07   3.21600008    
  -1.96701265E-07   3.50775003    
  -2.18556949E-07   3.77500010    
  -2.40412646E-07   4.01774979    
  -2.62268344E-07   4.23600006    
  -2.84124042E-07   4.42975044    
  -3.05979711E-07   4.59899998    
  -3.27835437E-07   4.74374962    
  -3.49691135E-07   4.86399984    
  -3.71546832E-07   4.95975018    
  -3.93402530E-07   5.03099966    
  -4.15258199E-07   5.07774973    
  -4.37113897E-07   5.09999990    
  -4.58969623E-07   5.09775019    
  -4.80825292E-07   5.07099962    
  -5.02680962E-07   5.01974964    
  -5.24536688E-07   4.94399977    
  -5.46392357E-07   4.84375000    
  -5.68248083E-07   4.71899986    
  -5.90103753E-07   4.56974983    
  -6.11959422E-07   4.39599991    
  -6.33815148E-07   4.19774914    
  -6.55670874E-07   3.97499943    
  -6.77526600E-07   3.72774982    
  -6.99382269E-07   3.45599937    
  -7.21237939E-07   3.15974998    
  -7.43093665E-07   2.83899975    
  -7.64949334E-07   2.49375057    
  -7.86805060E-07   2.12399864    
  -8.08660729E-07   1.72974968    
  -8.30516399E-07   1.31099892    
  -8.52372125E-07  0.867748260    
  -8.74227794E-07  0.399999619    
  -8.96083463E-07  -9.22489166E-02
